item,itemLabel,position,positionLabel,predecessor,predecessorLabel,after,jurisdictionLabel,others
Q9368990,Vjačeslavs Dombrovskis,Q20557220,Minister of the Economy,Q3015072,Daniels Pavļuts,2014-01-22,Latvia,2
Q7446653,Seif Seleman Rashidi,Q54087259,Minister of Health,Q5018704,Hussein Mwinyi,2014-01-20,Tanzania,1
Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,Q110525649,Minister of Finance (Kuwait),Q12215118,Salem Abdulaziz Al Sabah,2014-01-01,Kuwait,3
Q26924682,Qamrul Islam,Q97252893,Minister of Food,Q16057946,Abdur Razzak,2014-01-01,Bangladesh,1
Q85783,Alexander Dobrindt,Q27921377,Federal Minister of Transportation,Q64525,Peter Ramsauer,2013-12-17,Germany,2
Q7294828,Rashed Khan Menon,Q109768053,"Minister of Posts, Telecommunications and Information Technology",Q7399497,Sahara Khatun,2013-11-21,Bangladesh,3
Q15254486,Mahmoud Goudarzi,Q16047280,Minister of Sport and Youth (Iran),Q6892441,Mohammad Shariatmadari,2013-11-17,Iran,0
Q4696012,Mohmmad Shaker Kargar,Q113100187,Minister of Commerce and Industries of Afghanistan,Q3270084,Anwar ul-Haq Ahady,2013-11-01,Afghanistan,0
Q3110844,Gord Brown,Q3251837,Minister of Canadian Heritage,Q3434216,Rob Moore,2013-10-28,Canada,1
Q20995383,Rachid Belmokhtar,Q104528393,Minister of Education,Q1393978,Mohamed El Ouafa,2013-10-10,Morocco,2
Q478248,David Hanson,Q6866360,Minister of State for Immigration,Q266146,Chris Bryant,2013-10-08,United Kingdom,12
Q302363,Michael Dugher,Q6865995,Minister for the Cabinet Office,Q272234,Jon Trickett,2013-10-07,United Kingdom,4
Q572783,Michaelia Cash,Q11796950,Minister for Immigration and Border Protection of Australia,Q6375611,Kate Lundy,2013-09-18,Australia,3
Q6146653,Jamie Briggs,Q6865888,Minister for Infrastructure and Transport,Q7489994,Sharon Bird,2013-09-18,Australia,1
Q7627022,Stuart Robert,Q6865787,Minister for Defence Science and Personnel,Q7970485,Warren Snowdon,2013-09-18,Australia,2
Q348577,Tony Abbott,Q6866013,Minister for the Status of Women,Q6308091,Julie Collins,2013-09-18,Australia,8
Q4861362,Barnaby Joyce,Q6865745,Australian Minister for Agriculture,Q3180236,Joel Fitzgibbon,2013-09-18,Australia,4
Q4800293,Arthur Sinodinos,Q107971707,Assistant Treasurer,Q5231642,David Bradbury,2013-09-18,Australia,4
Q13045346,Saimir Tahiri,Q63792717,Minister of Internal Affairs of Albania,Q5457338,Flamur Noka,2013-09-15,Albania,1
Q6891613,Mohammad-Ali Shahidi,Q2660216,Vice President of Iran,Q16047077,Masoud Zaribafan,2013-09-15,Iran,0
Q6967109,Nasip Naço,Q55286792,Minister of Justice,Q5340403,Eduard Halimi,2013-09-11,Albania,1
Q16601413,María José Sánchez Rubio,Q54856736,Q54856736,Q6003983,María Jesús Montero Cuadrado,2013-09-09,Andalusia,1
Q12957514,Igor Mirović,Q2199719,Minister of Public Administration and Local Self-Government,Q3555882,Verica Kalanović,2013-09-02,Serbia,1
Q4724914,Ali Jannati,Q109669247,Minister of Culture and Islamic Guidance,Q5930862,Mohammad Hosseini,2013-08-15,Iran,1
Q16239476,Chen Shi-shuenn,Q114895726,Minister of Public Construction,Q9368201,Jenn-Chuan Chern,2013-08-01,Taiwan,0
Q16240010,Yan Jeou-rong,Q114895726,Minister of Public Construction,Q9368201,Jenn-Chuan Chern,2013-08-01,Taiwan,0
Q7641876,Supa Mandiwanzira,Q110197091,Minister of Information and Communications Technology,Q16207702,Nelson Chamisa,2013-07-31,Zimbabwe,1
Q5606187,Greg Rickford,Q16836466,Minister responsible for the Federal Economic Development Initiative for Northern Ontario,Q3531723,Tony Clement,2013-07-15,Canada,2
Q3195494,Kerry-Lynne Findlay,Q6866264,Minister of National Revenue,Q3094373,Gail Shea,2013-07-15,Canada,2
Q3386636,Pierre Poilievre,Q6865789,Minister of Democratic Institutions,Q3528703,Tim Uppal,2013-07-15,Canada,4
Q21335996,Catherine McKenna,Q3251800,Minister of Health,Q299785,Leona Aglukkaq,2013-07-15,Canada,3
Q3162959,Jason Kenney,Q16931775,"Minister of Employment, Workforce, and Labour",Q3026209,Diane Finley,2013-07-14,Canada,7
Q2381550,Shiferaw Shigute,Q75025327,Minister of Education of Ethiopia,Q16728486,Demeke Mekonnen,2013-07-04,Ethiopia,0
Q6766947,Mark Butler,Q11796924,Minister for Climate Change and Energy Efficiency,Q11701393,Greg Combet,2013-07-01,Australia,5
Q3847189,Maria Cecilia Guerra,Q3721668,Italian Minister for Equal Opportunities,Q248926,Josefa Idem,2013-06-27,Italy,1
Q4666105,Abdullah bin Nasser bin Khalifa Al Thani,Q108861056,Minister of Foreign Affairs of Qatar,Q57734,Hamad bin Jassim bin Jaber Al Thani,2013-06-25,Qatar,1
Q3391017,Teariki Heather,Q5261076,Deputy Prime Minister of the Cook Islands,Q3391025,Tom Marsters,2013-06-10,Cook Islands,1
Q134068,Nawaz Sharif,Q2332457,Minister of Foreign Affairs,Q8168180,Mir Hazar Khan Khoso,2013-06-04,Pakistan,6
Q16269497,Iskra Mihaylova,Q25478077,Minister of Environment and Water,Q12299507,Julian Popov,2013-05-29,Bulgaria,2
Q12688054,Idris Jusoh,Q30601405,Minister of Higher Education,Q6891328,Mohamed Khaled Nordin,2013-05-14,Malaysia,1
Q6767411,Mark Dreyfus,Q7574624,Special Minister of State,Q5525157,Gary Gray,2013-03-25,Australia,3
Q8168180,Mir Hazar Khan Khoso,Q735575,Prime Minister of Pakistan,Q57811,Raja Pervaiz Ashraf,2013-03-24,Pakistan,5
Q6149491,Jan McLucas,Q6865874,Minister for Human Services,Q1639334,Kim Carr,2013-03-23,Australia,1
Q5525157,Gary Gray,Q6865883,Minister for Industry and Innovation,Q466245,Martin Ferguson,2013-03-22,Australia,5
Q12804144,Tina Komel,Q95232921,Minister for Slovenians Abroad,Q431743,Ljudmila Novak,2013-03-20,Slovenia,0
Q16200159,Demetrios Marantis,Q27907212,United States Trade Representative,Q1399368,Ron Kirk,2013-03-15,United States of America,0
Q12600849,Seo Nam-soo,Q12592394,Minister of Education,Q16091128,Lee Ju-ho,2013-03-11,South Korea,1
Q52144849,Igor Maher,Q20521787,Minister of Infrastructure and Spatial Planning,Q10861634,Zvone Černač,2013-02-27,Slovenia,0
Q6441079,Kuan Chung-ming,Q115202966,Minister of Economic Planning and Development,Q8278721,Yiin Chii-ming,2013-02-17,Taiwan,1
Q1077015,Chris Bowen,Q11796971,Minister for Small Business (Australia),Q4961047,Brendan O'Connor,2013-02-04,Australia,4
Q12811068,Nabi Avcı,Q106532199,Minister of National Defence,Q8080224,İsmet Yılmaz,2013-01-24,Turkey,3
Q12803427,Stanko Stepišnik,Q12796745,Minister of Economic Development and Technology,Q2698706,Radovan Žerjav,2013-01-01,Slovenia,0
Q7423711,Sardar Muhammad Yousaf Zaman,Q56232386,Federal Minister for Religious Affairs,Q17388811,Syed Khursheed Ahmad Shah,2013-01-01,Pakistan,3
Q6828646,Michael Bimha,Q110197401,Minister of Industry and Commerce,Q7982050,Welshman Ncube,2013-01-01,Zimbabwe,1
Q4778029,Anwar Hossain Manju,Q97252865,"Minister of Environment, Forest and Climate Change",Q16732958,Muhammad Hasan Mahmud,2013-01-01,Bangladesh,1
Q418675,Akira Amari,Q11394680,Minister of State for Economic and Fiscal Policy,Q132280,Seiji Maehara,2012-12-26,Japan,1
Q1655599,Ichita Yamamoto,Q11394679,Minister of State for Science and Technology Policy,Q132280,Seiji Maehara,2012-12-26,Japan,3
Q1655599,Ichita Yamamoto,Q11394674,Minister of State for Space Policy,Q132280,Seiji Maehara,2012-12-26,Japan,3
Q1711587,Serhiy Arbuzov,Q16147568,First Deputy Prime Minister of Ukraine,Q982749,Valeriy Khoroshkovskyi,2012-12-14,Ukraine,2
Q404678,Calle Schlettwein,Q25434578,Minister of Trade and Industry,Q1568274,Hage Gottfried Geingob,2012-12-04,Namibia,1
Q1363583,Simon Busuttil,Q5261066,Deputy Prime Minister of Malta,Q58176,Tonio Borg,2012-11-28,Malta,3
Q6110776,Rodrigo Pérez Mackenna,Q55717943,minister of National Assets of Chile,Q29813,Catalina Parot,2012-11-05,Chile,1
Q501892,Co Verdaas,Q108274706,"State Secretary for Economic Affairs, Agriculture and Innovation",Q558472,Henk Bleker,2012-11-05,Netherlands,4
Q732818,Henk Kamp,Q108273757,"Minister of Economic Affairs, Agriculture and Innovation",Q554116,Maxime Verhagen,2012-11-05,Netherlands,9
Q1287413,Kamal Nath,Q6866273,Minister of Parliamentary Affairs,Q13099372,Pawan Kumar Bansal,2012-10-28,India,11
Q6891822,Mohammad Arif Noorzai,Q112999443,"Minister of Frontiers, Nations and Tribal Affairs",Q500500,Asadullah Khalid,2012-09-15,Afghanistan,2
Q6933034,Muhiuddin Khan Alamgir,Q96609943,Minister of Home Affairs (Bangladesh),Q7399497,Sahara Khatun,2012-09-15,Bangladesh,2
Q24660018,Hasanul Haq Inu,Q109768031,Minister of Information and Broadcasting,Q23542545,Abul Kalam Azad,2012-09-13,Bangladesh,3
Q467112,Nicola Sturgeon,Q30886611,Cabinet Secretary for Parliamentary Business and Government Strategy,Q559391,Bruce Crawford,2012-09-05,Scotland,13
Q15934317,Chimediin Saikhanbileg,Q110167704,Chief Cabinet Secretary,Q110167847,Chimediin Khürelbaatar,2012-08-09,Mongolia,1
Q7281730,Radu Stroe,Q91739796,Minister-Delegate for Administration,Q961179,Victor Paul Dobre,2012-08-06,Romania,3
Q28086377,Paru Aihi,Q113575679,Minister of Education,Q5362021,Theo Zurenuoc,2012-08-03,Papua New Guinea,1
Q7682037,Tan Chuan-Jin,Q6865922,Minister for Manpower,Q983752,Tharman Shanmugaratnam,2012-07-31,Singapore,3
Q1192059,Slavica Đukić Dejanović,Q2198964,Health Minister of Serbia,Q220566,Zoran Stanković,2012-07-27,Serbia,3
Q1285682,Jovan Krkobabić,Q2199072,"Minister of Labour, Employment and Social Policy",Q1265331,Rasim Ljajić,2012-07-27,Serbia,0
Q281233,Mlađan Dinkić,Q108304936,Minister of Finance,Q204723,Mirko Cvetković,2012-07-27,Serbia,4
Q7930213,Viliami Latu,Q108888441,"Minister for Labour, Commerce and Industries",Q8083956,ʻIsileli Pulu,2012-06-25,Tonga,4
Q694779,Evripidis Stylianidis,Q19858317,Greek Minister of the Interior,Q13260393,Antonis Manitakis,2012-06-21,Greece,4
Q999421,Konstantinos Arvanitopoulos,Q23718008,"Minister of Education, Lifelong Learning and Religions of Greece",Q12872947,Frosso Kiaou,2012-06-21,Greece,4
Q1348054,Kostis Chatzidakis,Q20679544,"Minister of Development, Competitiveness and Shipping",Q715468,Yannis Stournaras,2012-06-21,Greece,7
Q12873649,Andreas Lykourentzos,Q20639905,Minister of Health and Social Solidarity of Greece,Q1087131,Christos Kittas,2012-06-21,Greece,3
Q16062027,Konstantinos Mousouroulis,Q20679544,"Minister of Development, Competitiveness and Shipping",Q715468,Yannis Stournaras,2012-06-21,Greece,2
Q1977367,Gagik Beglaryan,Q20517829,"Minister of Transport, Communication and Information Technologies",Q4103713,Manuk Vardanyan,2012-06-16,Armenia,2
Q12958427,Mihael Zmajlović,Q108069326,Minister of Environmental Protection and Energy,Q1261965,Mirela Holy,2012-06-13,Croatia,2
Q510746,Nosiviwe Mapisa-Nqakula,Q972690,Minister of Defence and Military Veterans,Q3241428,Lindiwe Sisulu,2012-06-12,South Africa,3
Q1030776,Mohamed Yusuf Haji,Q111232001,Minister of National Security and Provincial Administration,Q733817,George Saitoti,2012-06-10,Kenya,3
Q3159636,Jacques Mézard,Q61650495,"Minister of Agriculture, Agri-Food and Forestry",Q960150,Stéphane Le Foll,2012-05-18,France,4
Q1588788,Daniel Chițoiu,Q21504183,"Minister of Economy, Entrepreneurship and Tourism",Q3265173,Lucian Bode,2012-05-07,Romania,2
Q5018747,Emmanuel John Nchimbi,Q16147126,Minister of Home Affairs,Q7487777,Shamsi Nahodha,2012-05-07,Tanzania,1
Q5684168,Hawa Ghasia,Q114568880,Minister of State in the Prime Minister's Office,Q4985236,George Mkuchika,2012-05-07,Tanzania,1
Q12858274,Florin Georgescu,Q81292982,Deputy Prime Minister of Romania,Q897108,Béla Markó,2012-04-27,Romania,2
Q8963948,Germán Vargas Lleras,Q29583126,"Minister of the Environment, Housing and Territorial Development",Q4877255,Beatriz Elena Uribe Botero,2012-04-25,Colombia,5
Q7266407,Qamar Zaman Kaira,Q6866210,Minister of Information and Broadcasting,Q3318840,Firdous Ashiq Awan,2012-04-18,Pakistan,1
Q725799,Dušan Čaplovič,Q30133594,"Minister of Education, Science, Research and Sport",Q3059549,Eugen Jurzyca,2012-04-04,Slovakia,1
Q106621059,Gilles Baillet,Q98879840,Minister of Finance of Niger,Q7110324,Ouhoumoudou Mahamadou,2012-04-02,Niger,0
Q3346285,Mukul Roy,Q6866301,Minister of Railways,Q3525366,Dinesh Trivedi,2012-03-18,India,1
Q57413,Alassane Ouattara,Q114777073,Minister of Defence,Q313994,Guillaume Kigbafori Soro,2012-03-13,Ivory Coast,2
Q17880190,Salman Sabah Al-Salem Al-Homoud Al-Sabah,Q110526654,Minister of Information,Q12240740,Mohammad Abdullah Al-Mubarak Al-Sabah,2012-03-11,Kuwait,0
Q6891368,Mohamed Mohamud Ibrahim,Q25338961,Minister of Foreign Affairs of Somalia,Q13522501,Mohamed Abdullahi Omaar,2012-02-20,Somalia,0
Q58077,Petro Poroshenko,Q107694043,Minister of Economy of Ukraine,Q510926,Andriy Klyuyev,2012-02-14,Ukraine,5
Q135216,Žiga Turk,Q12796750,"Minister of Higher Education, Science, and Technology",Q640635,Igor Lukšič,2012-02-10,Slovenia,2
Q5129896,Clay Forau Soalaoi,Q20716385,Minister of Foreign Affairs and External Trade,Q7176876,Peter Shannel Agovaka,2012-02-09,Solomon Islands,1
Q15967059,Cristian Petrescu,Q29053673,Minister of Tourism and Regional Development of Romania,Q463774,Elena Udrea,2012-02-09,Romania,1
Q3555882,Verica Kalanović,Q2199761,Minister of Youth and Sports,Q2748037,Snežana Samardžić-Marković,2012-02-08,Serbia,4
Q5111942,Christopher Bentley,Q115736504,Minister of Agriculture of Ontario,Q3786221,Kathleen Wynne,2012-01-01,Ontario,1
Q3446032,Željko Jovanović,Q30140238,Minister of Science and Education,Q12640934,Radovan Fuchs,2011-12-23,Croatia,1
Q705911,José Ignacio Wert,Q45347945,Minister of Culture of Spain,Q252083,Ángeles González-Sinde,2011-12-22,Spain,4
Q1317281,Miguel Arias Cañete,Q43102546,Minister of the Environment,Q433345,Rosa Aguilar,2011-12-22,Spain,11
Q1336629,José Manuel Soria,Q47273791,"Minister of Industry, Energy, and Tourism",Q1382090,Miguel Sebastián Gascón,2011-12-22,Spain,3
Q225880,Luis de Guindos,Q110225280,Minister of Science and Innovation (Spain),Q468803,Cristina Garmendia,2011-12-22,Spain,3
Q780453,Cristóbal Montoro Romero,Q25513965,Minister of Economy and Finance,Q266114,Elena Salgado,2011-12-21,Spain,5
Q705911,José Ignacio Wert,Q43105847,Minister of Education of Spain,Q251625,Ángel Gabilondo,2011-12-21,Spain,4
Q6766585,Mark Arbib,Q11796971,Minister for Small Business (Australia),Q7027920,Nick Sherry,2011-12-12,Australia,1
Q6950244,Mónica Fein,Q59423497,Mayor of Rosario,Q6844641,Miguel Lifschitz,2011-12-10,Rosario,1
Q52818781,Bolaji Abdullahi,Q111140430,Minister of Sports,Q8061985,Yusuf Sulaiman,2011-12-02,Nigeria,1
Q185945,Michalis Chrisochoidis,Q95362142,"Minister for Maritime Affairs, Islands and Fisheries",Q3559189,Yannis Diamantidis,2011-11-17,Greece,6
Q2054692,Fabrizio Barca,Q33125109,Italian Minister of Regional Affairs and Autonomies,Q1060314,Raffaele Fitto,2011-11-16,Italy,1
Q5285224,Djan Faridz,Q108299819,Minister of Housing,Q12516581,Suharso Monoarfa,2011-10-19,Indonesia,0
Q57894,Jaber Al-Mubarak Al-Hamad Al-Sabah,Q110526533,Deputy Prime Minister of Kuwait,Q3327520,Muhammad Sabah Al-Salem Al-Sabah,2011-10-18,Kuwait,3
Q262742,Hilary Benn,Q11781526,"Secretary of State for Levelling Up, Housing and Communities",Q251095,Caroline Flint,2011-10-07,United Kingdom,16
Q270820,Margrethe Vestager,Q108538548,Minister of Economic and Business Affairs,Q912762,Brian Mikkelsen,2011-10-03,Kingdom of Denmark,7
Q2623815,Aleš Zalar,Q12796749,Minister of the Interior,Q240347,Katarina Kresal,2011-09-02,Slovenia,1
Q6558877,Lisiate ‘Akolo,Q108888413,Minister of Police,Q7930213,Viliami Latu,2011-08-31,Tonga,2
Q947445,Narayan Kaji Shrestha,Q109747497,Minister of Foreign Affairs,Q3109312,Upendra Yadav,2011-08-29,Nepal,2
Q5936229,Jorge Venegas,Q110192563,Minister of Public Health (Uruguay),Q5852655,Daniel Olesker,2011-07-19,Uruguay,0
Q501752,Teodoro Ribera,Q55840124,minister of Justice of Chile,Q1403184,Felipe Bulnes,2011-07-18,Chile,2
Q18524134,Boštjan Žekš,Q12796748,Minister of Culture,Q434431,Majda Širca,2011-07-11,Slovenia,0
Q381715,Faruk Çelik,Q106587107,Minister of Labour and Social Security,Q8078952,Ömer Dinçer,2011-07-06,Turkey,1
Q854641,Beşir Atalay,Q5261074,Deputy Prime Minister of Turkey,Q202971,Cemil Çiçek,2011-06-28,Turkey,2
Q657282,Paavo Arhinmäki,Q23725756,Minister of Culture,Q983658,Stefan Wallin,2011-06-22,Finland,2
Q2332874,Krista Kiuru,Q18694351,Minister of Communications,Q3071916,Suvi Lindén,2011-06-21,Finland,7
Q527722,Miguel Relvas,Q111982239,Minister of the Presidency,Q2066785,Pedro Silva Pereira,2011-06-21,Portugal,2
Q2344342,Nuno Crato,Q107815200,"Minister for Science, Technology and Higher Education",Q367910,Mariano Gago,2011-06-21,Portugal,1
Q1522688,Yannis Ragousis,Q23901465,"Minister for Infrastructure, Transport and Networks",Q1226051,Dimitris Reppas,2011-06-17,Greece,5
Q4354964,Khaw Boon Wan,Q109121768,Minister for National Development,Q6732618,Mah Bow Tan,2011-05-20,Singapore,3
Q2965525,Christian Paradis,Q3251779,"Minister of Innovation, Science and Industry",Q3531723,Tony Clement,2011-05-18,Canada,2
Q3194724,Keith Ashfield,Q3251819,Minister of Fisheries and Oceans,Q3094373,Gail Shea,2011-05-18,Canada,2
Q3047171,Ed Fast,Q748607,Minister of International Trade,Q3376938,Peter Van Loan,2011-05-18,Canada,1
Q6272557,Jonathan Bell,Q6313365,Junior Minister,Q7352684,Robin Newton,2011-05-16,Northern Ireland,4
Q3183740,Jordi Cinca i Mateos,Q67155336,Minister of Economy and Finance,Q7167739,Pere López Agràs,2011-05-13,Andorra,2
Q16215481,Johana Pesántez,Q114289620,Minister of Justice of Ecuador,Q13583431,José Serrano,2011-05-13,Ecuador,0
Q107303920,Magele Sekati Fiaui,Q109706802,Minister of Health,Q5527465,Gatoloaifaana Amataga Alesana-Gidlow,2011-03-21,Samoa,1
Q6996487,Nermin Nikšić,Q16020744,Chairman of the Council of Ministers of Bosnia and Herzegovina,Q1596641,Mustafa Mujezinović,2011-03-17,Bosnia and Herzegovina,3
Q54805235,Yvette Sylla,Q114798320,Deputy Prime Minister of Madagascar,Q621666,Hyppolite Ramaroson,2011-03-01,Madagascar,2
Q12179817,Q12179817,Q101070195,Minister of Health of Egypt,Q43133038,Ahmed Sameh Farid,2011-02-21,Egypt,0
Q3319087,Mohamed El-Sawy,Q110323357,Minister of Culture,Q5515376,Gaber Asfour,2011-02-09,Egypt,1
Q730980,Jacob Vestergaard,Q108328701,Minister of Foreign Affairs,Q903946,Jørgen Niclasen,2011-01-19,Faroe Islands,4
Q730980,Jacob Vestergaard,Q108326606,Deputy Prime Minister of the Faroe Islands,Q903946,Jørgen Niclasen,2011-01-19,Faroe Islands,4
Q265006,Moshe Kahlon,Q54291045,Minister of Welfare and Social Services,Q983258,Isaac Herzog,2011-01-17,Israel,4
Q732087,Yukio Edano,Q1078482,Chief Cabinet Secretary,Q965723,Yoshito Sengoku,2011-01-14,Japan,4
Q8084048,‘Uliti Uata,Q108888377,Minister of Health,Q3594634,ʻAkilisi Pohiva,2011-01-13,Tonga,0
Q6257692,John Shimmin,Q25712498,Minister for Economic Development,Q976107,Allan Bell,2011-01-01,Isle of Man,1
Q6324192,K. V. Thomas,Q16878665,"Minister of Consumer Affairs, Food and Public Distribution",Q982813,Sharad Pawar,2011-01-01,India,4
Q4701911,Akua Dansua,Q94955285,Minister of Tourism of Ghana,Q8072826,Zita Okaikoi,2011-01-01,Ghana,4
Q12180510,Q12180510,Q97734029,Minister of Trade and Industry,Q96212108,Ahmed al-Haroun,2011-01-01,Kuwait,0
Q5444976,Fernando Damata Pimentel,Q59346261,"Minister of Industry, Foreign Trade and Services of Brazil",Q10329801,Miguel Jorge,2010-12-31,Brazil,1
Q58104,Antonio Patriota,Q18176431,Minister of External Relations,Q1053159,Celso Amorim,2010-12-31,Brazil,2
Q1483945,Saleh al-Mutlaq,Q20423494,Deputy Prime Minister of Iraq,Q7282646,Rafi al-Issawi,2010-12-22,Iraq,1
Q16193225,Abdul Karim Luaibi,Q55691802,Minister of Oil,Q1351888,Hussain al-Shahristani,2010-12-21,Iraq,0
Q58320,Elyor Ganiyev,Q76419028,Minister of Foreign Affairs of Uzbekistan,Q365665,Vladimir Norov,2010-12-01,Uzbekistan,0
Q6943650,Mutaib bin Abdullah,Q56660969,Minister of National Guard,Q57298,Abdullah of Saudi Arabia,2010-11-17,Saudi Arabia,0
Q993472,Bruno Le Maire,Q61641389,Minister of Agriculture and Fisheries,Q438465,Michel Barnier,2010-11-14,France,5
Q435199,Leire Pajín,Q45140838,Minister of Health and Social Policy,Q260218,Trinidad Jiménez,2010-10-21,Spain,2
Q981646,Valeriano Gómez Sánchez,Q47012997,Minister of Labour and Immigration,Q2748756,Celestino Corbacho,2010-10-20,Spain,2
Q554116,Maxime Verhagen,Q61188918,Minister of Agriculture,Q449601,Gerda Verburg,2010-10-14,Netherlands,8
Q554116,Maxime Verhagen,Q26197292,Minister of Economic Affairs and Climate Policy,Q544127,Maria van der Hoeven,2010-10-14,Netherlands,8
Q388496,Sumio Mabuchi,Q842012,"Minister of Land, Infrastructure, Transport and Tourism",Q132280,Seiji Maehara,2010-09-17,Japan,1
Q6766585,Mark Arbib,Q6865821,Minister for Social Services,Q7684036,Tanya Plibersek,2010-09-14,Australia,1
Q9009928,Ismael Benavides Ferreyros,Q5195495,Minister of Economy and Finance of Peru,Q9031673,Mercedes Aráoz,2010-09-14,Peru,2
Q185945,Michalis Chrisochoidis,Q23901436,"Minister of Economy, Competitiveness and Shipping",Q468064,Louka Katseli,2010-09-07,Greece,6
Q460969,Anca Boagiu,Q21513080,Minister of Transport and Infrastructure,Q7281707,Radu Berceanu,2010-09-03,Romania,2
Q3153557,Lamuré Latour,Q86222193,Minister of Justice and Police of Suriname,Q333135,Chan Santokhi,2010-08-13,Suriname,1
Q2967611,Chuck Strahl,Q3251821,Canadian Minister of Transport,Q365736,John Baird,2010-08-06,Canada,1
Q3162765,Jaromír Drábek,Q27479703,Minister of Labour and Social Affairs,Q7178605,Petr Šimerka,2010-07-13,Czech Republic,1
Q3014377,Daniel Lipšic,Q57419167,Minister of Interior of the Slovak Republic,Q1502209,Robert Kaliňák,2010-07-08,Slovakia,1
Q832221,Tibor Navracsics,Q30577840,Minister of Interior of Hungary,Q1002913,Imre Forgács,2010-05-29,Hungary,5
Q220286,György Matolcsy,Q100319667,Minister of Economy and Transport,Q1401718,István Varga,2010-05-29,Hungary,4
Q374106,Tamás Fellegi,Q100319667,Minister of Economy and Transport,Q1401718,István Varga,2010-05-29,Hungary,1
Q1155448,Hirofumi Hirano,Q6866352,Minister of State for Consumer Affairs and Food Safety,Q264290,Mizuho Fukushima,2010-05-28,Japan,3
Q30146077,Adanan Yusof,Q110273856,Minister of Health,Q16733895,Suyoi bin Osman,2010-05-28,Brunei,1
Q244312,Vince Cable,Q27037814,President of the Board of Trade,Q310046,Peter Mandelson,2010-05-11,United Kingdom,8
Q333937,Michael Gove,Q7444335,"Secretary of State for Children, Schools and Families",Q260464,Ed Balls,2010-05-11,United Kingdom,16
Q6734031,Mahinda Yapa Abeywardena,Q107612159,Minister of Environment,Q6737124,Maithripala Sirisena,2010-04-23,Sri Lanka,3
Q5274294,Didzis Gavars,Q98966157,Minister of Health,Q9164261,Baiba Rozentale,2010-03-17,Latvia,1
Q5984495,Ibrahim Bio,Q108037328,Minister of Youth and Sports,Q7418248,Sani Ndanusa,2010-03-17,Nigeria,3
Q2936261,Candice Bergen,Q6866194,"minister of Families, Children and Social Development",Q3020613,Dean Allison,2010-03-08,Canada,3
Q8198063,Ana María Vignoli,Q98826754,minister of Social Development,Q3038214,Marina Arismendi,2010-02-28,Uruguay,0
Q1579014,Hans Christian Schmidt,Q20069142,Danish Minister of Transport,Q917179,Lars Barfoed,2010-02-23,Kingdom of Denmark,3
Q3078007,Søren Pind,Q6865806,Minister for Development Cooperation of Denmark,Q3082669,Ulla Tørnæs,2010-02-23,Kingdom of Denmark,4
Q560481,Joop Atsma,Q108289186,"State Secretary for Transport, Public Works and Water Management",Q467833,Tineke Huizinga,2010-02-23,Netherlands,4
Q917179,Lars Barfoed,Q108538548,Minister of Economic and Business Affairs,Q299352,Lene Espersen,2010-02-23,Kingdom of Denmark,5
Q3194724,Keith Ashfield,Q6866016,Minister for the purposes of the Atlantic Canada Opportunities Agency Act,Q716246,Peter MacKay,2010-01-19,Canada,2
Q3169016,Jean-Pierre Blackburn,Q3251807,Minister of Veterans Affairs,Q3116362,Greg Thompson,2010-01-16,Canada,1
Q921399,Hiroshi Nakai,Q11394685,Minister of State for Disaster Management,Q132280,Seiji Maehara,2010-01-12,Japan,2
Q5935177,Jorge Giordani,Q28706262,Minister of Finance of Venezuela,Q2855363,Alí Rodríguez Araque,2010-01-01,Venezuela,0
Q4768249,Anne Craine,Q25712497,Minister for the Treasury,Q976107,Allan Bell,2010-01-01,Isle of Man,1
Q3324531,Robert Wigmore,Q5261076,Deputy Prime Minister of the Cook Islands,Q2989309,Terepai Maoate,2009-12-23,Cook Islands,1
Q984481,Charbel Nahas,Q114285944,Minister of Telecommunications of Lebanon,Q2737847,Gebran Bassil,2009-11-08,Lebanon,0
Q12481580,Dipo Alam,Q108300203,Cabinet Secretary,Q13097278,Sudi Silalahi,2009-10-20,Indonesia,0
Q946,Donald Tusk,Q28048774,Minister of Justice,Q514863,Andrzej Czuma,2009-10-13,Poland,8
Q468064,Louka Katseli,Q19858626,Minister of Commercial Marine of Greece,Q1091143,Anastasios Papaligouras,2009-10-07,Greece,4
Q499341,Andreas Loverdos,Q23901330,Minister for Employment and Social Protection,Q535120,Fani Palli-Petralia,2009-10-07,Greece,4
Q1853202,Pavlos Geroulanos,Q23901456,Minister of Tourist Development of Greece,Q12879947,Konstantinos Markopoulos,2009-10-07,Greece,3
Q1226051,Dimitris Reppas,Q19904387,Minister of Transports and Communications of Greece,Q694779,Evripidis Stylianidis,2009-10-07,Greece,6
Q1522688,Yannis Ragousis,Q19912233,"Minister of Interior, Public Administration and Decentralization of Greece",Q16328921,Spiros Flogaitis,2009-10-07,Greece,5
Q1063232,Haris Kastanidis,Q19860560,Minister of Justice of Greece,Q247424,Nikos Dendias,2009-10-06,Greece,9
Q1151156,Cătălin Predoiu,Q21503673,Minister of Foreign Affairs of Romania,Q240730,Cristian Diaconescu,2009-10-01,Romania,3
Q1290408,Sorina-Luminița Plăcintă,Q17278764,Minister of Relations with the Parliament,Q57692,Victor Ponta,2009-10-01,Romania,1
