position,positionLabel,ofLabel,jurisdictionLabel,people,example
Q20011494,"Minister for Refugees, Immigrants and Integration",,Denmark,1,Q3121413
Q95232921,Minister for Slovenians Abroad,,Slovenia,1,Q431743
Q10686247,Minister for Social Affairs,,Sweden,1,Q3431836
Q24310329,Minister for Social Development,,Northern Ireland,1,Q300243
Q109689786,"Minister for Social Justice and Solidarity, the Family and Children's Rights",,Malta,1,Q6830205
Q6865958,Minister for Social Protection,,Republic of Ireland,1,Q908665
Q55053641,Minister for Sport,,Italy,1,Q447895
Q6865965,Minister for Sport and Civil Society,,United Kingdom,1,Q333584
Q107693996,Minister for Strategic Industries of Ukraine,,Ukraine,1,Q12149573
Q54906268,Minister for Territorial Policy,,Spain,1,Q9031777
Q6865991,Minister for Young Citizens and Youth Engagement,,,1,Q5242429
Q6865995,Minister for the Cabinet Office,,United Kingdom,1,Q269697
Q3315116,Minister for the Civil Service,,United Kingdom,1,Q263802
Q110061168,Minister for the Development of the Negev and Galilee,,Israel,1,Q20898016
Q6866010,Minister for the Press and the Media,,Greece,1,Q312994
Q16361623,Minister of Agriculture,,Latvia,1,Q2869357
Q61188918,Minister of Agriculture,,Kingdom of the Netherlands,1,Q1889236
Q108377073,Minister of Agriculture,,Georgia,1,Q1233914
Q16405106,Minister of Agriculture,,Estonia,1,Q293175
Q15731462,Minister of Agriculture and Rural Development,,Israel,1,Q20898016
Q46999385,Minister of Agriculture and the Environment,,Finland,1,Q964549
Q19860606,Minister of Agriculture of Greece,,Greece,1,Q15618317
Q19860606,Minister of Agriculture of Greece,Cabinet of Tzannis Tzannetakis,Greece,1,Q58091
Q19860606,Minister of Agriculture of Greece,Ecumenical Cabinet of Xenophon Zolotas,Greece,1,Q58091
Q55374599,Minister of Agriculture of Iceland,,Iceland,1,Q511882
Q21503604,Minister of Agriculture of Romania,,Romania,1,Q7281707
Q66501618,"Minister of Agriculture, Food and Environment",,Spain,1,Q1317281
Q3356730,Minister of Climate and the Environment,,Norway,1,Q267320
Q110409158,Minister of Commerce and Travel,,Czech Republic,1,Q11914510
Q19860769,Minister of Commerce of Greece,Cabinet of Georgios Rallis,Greece,1,Q58091
Q19858626,Minister of Commercial Marine of Greece,Cabinet of Konstantinos Mitsotakis,Greece,1,Q4791088
Q19858626,Minister of Commercial Marine of Greece,Cabinet of Tzannis Tzannetakis,Greece,1,Q4791088
Q17013920,Minister of Communications,,,1,Q463602
Q20021270,Minister of Communications,,Israel,1,Q2584267
Q60688958,Minister of Constitutional and Legal Affairs,,Tanzania,1,Q461710
Q20021264,Minister of Construction,,Israel,1,Q175792
Q55049421,Minister of Cultural Heritage and Activities,,Italy,1,Q447895
Q2198731,Minister of Culture,,Serbia,1,Q1280390
Q6866085,Minister of Culture,,Norway,1,Q4761757
Q23725838,Minister of Culture and Education,,Estonia,1,Q788525
Q54909241,Minister of Culture and Sport,,Spain,1,Q2750055
Q108377847,Minister of Culture and Sports,,Georgia,1,Q1396439
Q19904334,Minister of Culture of Greece,Cabinet of Tzannis Tzannetakis,Greece,1,Q3577025
Q19904334,Minister of Culture of Greece,First Cabinet of Kostas Karamanlis,Greece,1,Q382096
Q19904334,Minister of Culture of Greece,Second Cabinet of Kostas Karamanlis,Greece,1,Q12881067
Q45347945,Minister of Culture of Spain,,Spain,1,Q527326
Q1225156,Minister of Defence,,Norway,1,Q267320
Q30612831,Minister of Defence,,Albania,1,Q13043722
Q107740257,Minister of Defence,,Montenegro,1,Q7239703
Q188393,Minister of Defence of Finland,,Finland,1,Q11852109
Q9033391,Minister of Defence of Peru,,Peru,1,Q25930834
Q2198783,Minister of Defense,,Serbia,1,Q222031
Q23901075,Minister of Development od Competitiveness,,Greece,1,Q247424
Q19943050,Minister of Development of Greece,,Greece,1,Q312994
Q2566297,Minister of Diaspora Affairs,,Israel,1,Q2612721
Q108273757,"Minister of Economic Affairs, Agriculture and Innovation",,Kingdom of the Netherlands,1,Q554116
Q67155336,Minister of Economy and Finance,,Andorra,1,Q7167739
Q110153751,Minister of Economy and Industry,,Bulgaria,1,Q12283736
Q107735812,Minister of Economy and Innovation,,Lithuania,1,Q1361333
Q109947727,Minister of Economy of Poland,,,1,Q55928
Q11895091,Minister of Education,,Finland,1,Q2332874
Q2198808,Minister of Education,,Serbia,1,Q12749330
Q23901442,Minister of Education,,Greece,1,Q5358635
Q22981866,Minister of Education and Research,,Norway,1,Q329776
Q108084563,Minister of Education and Research,,Moldova,1,Q5170538
Q12908643,Minister of Education and Science,,North Macedonia,1,Q20568079
Q16361594,Minister of Education and Science,,Latvia,1,Q6013198
Q25478039,Minister of Education and Science,,Bulgaria,1,Q15732377
Q12351697,"Minister of Education, Science and Culture",,Iceland,1,Q467464
Q22979268,"Minister of Enterprise, Trade and Investment",,Northern Ireland,1,Q300243
Q107735803,Minister of Environment,,Lithuania,1,Q27577960
Q109661479,Minister of Environment,,Nigeria,1,Q4746340
Q21504155,"Minister of Environment, Water and Forests",,Romania,1,Q591587
Q108306932,Minister of European Integration,,Serbia,1,Q17388477
Q113763719,Minister of European Integration,,Croatia,1,Q3443168
Q11895097,Minister of Family Affairs and Social Services,,Finland,1,Q2332874
Q2367542,Minister of Finance,,Finland,1,Q241376
Q21103025,Minister of Finance,,Estonia,1,Q1902900
Q29079132,Minister of Finance,,Lithuania,1,Q117150
Q6866132,Minister of Finance and Personnel,,Northern Ireland,1,Q300243
Q107740239,Minister of Finance and Social Welfare,,Montenegro,1,Q57746
Q2242323,Minister of Finance of Belgium,,Belgium,1,Q349477
Q55376798,Minister of Finance of Iceland,,Iceland,1,Q511882
Q29933624,Minister of Finance of Moldova,,Moldova,1,Q61299
Q3734685,Minister of Finance of Norway,,Norway,1,Q1082481
Q11781525,Minister of Finance of Poland,,Poland,1,Q245792
Q20675149,Minister of Finance of the Slovak Republic,,Slovakia,1,Q17330556
Q3251819,Minister of Fisheries and Oceans,,Canada,1,Q3103893
Q6866148,Minister of Foreign Affairs,,New Zealand,1,Q558647
Q25598671,Minister of Foreign Affairs,,Poland,1,Q9388252
Q54555913,Minister of Foreign Affairs,,Benin,1,Q7799883
Q24262486,Minister of Foreign Affairs,,Morocco,1,Q2033385
Q3354633,Minister of Foreign Affairs,,Nigeria,1,Q289350
Q18345272,Minister of Foreign Affairs,,Mozambique,1,Q6722501
Q28866410,Minister of Foreign Affairs,,Bosnia and Herzegovina,1,Q944643
Q1760777,Minister of Foreign Affairs,,Estonia,1,Q438802
Q19901419,Minister of Foreign Affairs,,Maldives,1,Q4665893
Q16147348,Minister of Foreign Affairs,,Tanzania,1,Q461710
Q26932328,Minister of Foreign Affairs of Algeria,,Algeria,1,Q1398046
Q15916856,Minister of Foreign Affairs of Bulgaria,,Bulgaria,1,Q58106
Q24293533,Minister of Foreign Affairs of Ecuador,,Ecuador,1,Q460904
Q108368702,Minister of Foreign Affairs of Georgia,,Georgia,1,Q673705
Q108368702,Minister of Foreign Affairs of Georgia,Georgia,Georgia,1,Q4570471
Q107752338,Minister of Foreign Affairs of Kazakhstan,,Kazakhstan,1,Q1721851
Q24256544,Minister of Foreign Affairs of Namibia,,Namibia,1,Q654433
Q4294924,Minister of Foreign Affairs of Slovenia,,Slovenia,1,Q32083031
Q24262601,Minister of Foreign Affairs of Uganda,,Uganda,1,Q58240
Q55075675,Minister of Foreign Trade,,Italy,1,Q542406
Q25707086,Minister of Health,,Lithuania,1,Q1376538
Q17013938,Minister of Health,,Iceland,1,Q437932
Q23196603,Minister of Health,,Portugal,1,Q6761683
Q98915776,Minister of Health of Mali,,Mali,1,Q3310864
Q20885066,Minister of Health of Romania,,Romania,1,Q7911419
Q45750372,Minister of Health of the Czech Republic,,Czech Republic,1,Q3511775
Q89192431,Minister of Health of the Slovak Republic,,Slovakia,1,Q17330556
Q43184108,"Minister of Health, Social Services and Equality",,Spain,1,Q287892
Q18694340,Minister of Housing,,Finland,1,Q2332874
Q109646596,Minister of Human Rights and Refugees of Bosnia and Herzegovina,,Bosnia and Herzegovina,1,Q12636401
Q57279054,Minister of Immigration and Absorption,,Israel,1,Q2563029
Q115206047,Minister of Industry,,Albania,1,Q5212255
Q16429268,Minister of Industry of Iceland,,Iceland,1,Q58123
Q20639916,"Minister of Industry, Energy and Technology of Greece",,Greece,1,Q5358635
Q20639916,"Minister of Industry, Energy and Technology of Greece",Cabinet of Konstantinos Mitsotakis,Greece,1,Q58091
Q47273791,"Minister of Industry, Energy, and Tourism",,Spain,1,Q465464
Q107863483,Minister of Infrastructure and Energy,,Albania,1,Q5212255
Q26197286,Minister of Infrastructure and Environment,,Netherlands,1,Q2464817
Q57419167,Minister of Interior of the Slovak Republic,,Slovakia,1,Q17330556
Q21504201,Minister of Internal Affairs,,Romania,1,Q5186177
Q108219544,Minister of Internal Affairs,,Moldova,1,Q4506204
Q63792717,Minister of Internal Affairs of Albania,,Albania,1,Q57526
Q88039626,Minister of Internal Affairs of Georgia,,Georgia,1,Q1010588
Q4399968,Minister of Internal Affairs of Russia,,Russia,1,Q188296
Q2199011,Minister of Internal Affairs of Serbia,,Serbia,1,Q57843
Q20556639,Minister of Justice,,North Macedonia,1,Q20568079
Q28048774,Minister of Justice,,Poland,1,Q11724754
Q55286792,Minister of Justice,,Albania,1,Q57526
Q24279063,Minister of Justice,,Spain,1,Q941950
Q20528230,Minister of Justice,,Estonia,1,Q12373459
Q17013941,Minister of Justice,,Iceland,1,Q546985
Q94984555,Minister of Justice,,Georgia,1,Q43330
Q107688672,Minister of Justice,,Russia,1,Q734866
Q21027776,Minister of Justice,,Bulgaria,1,Q12299694
Q1769706,Minister of Justice and Public Security,,Norway,1,Q19974554
Q109649550,Minister of Justice of Algeria,,Algeria,1,Q1398046
Q168589,Minister of Justice of Belgium,,Belgium,1,Q549887
Q19860560,Minister of Justice of Greece,Cabinet of Konstantinos Mitsotakis,Greece,1,Q3577025
Q19860560,Minister of Justice of Greece,First Cabinet of Kostas Karamanlis,Greece,1,Q1091143
Q2199031,Minister of Justice of Serbia,,Serbia,1,Q468319
Q23901400,"Minister of Justice, Transparency and Human Rights of Greece",,Greece,1,Q1063232
Q107710314,Minister of Labour and Social Protection,,Russia,1,Q4375286
Q106587107,Minister of Labour and Social Security,,Turkey,1,Q6102989
Q3437006,Minister of Local Government and Regional Development,,Norway,1,Q462543
Q19942337,Minister of Macedonia-Thrace,,Greece,1,Q1063232
Q23901435,Minister of Marine and the Aegean,,Greece,1,Q12881047
Q98843604,Minister of National Cultural Heritage,,Hungary,1,Q1249701
Q21504197,Minister of National Defence,,Romania,1,Q30349022
Q27921459,Minister of National Defence,,Ecuador,1,Q460904
Q106532199,Minister of National Defence,,Turkey,1,Q1917377
Q25711733,Minister of National Education,,Poland,1,Q3048142
Q106533996,Minister of National Education,,Turkey,1,Q6073261
Q19858443,Minister of National Education and Religious Affairs of Greece,,Greece,1,Q5358635
Q43373411,"Minister of National Education, Vocational Training and Sports",,Luxembourg,1,Q539770
Q6866263,Minister of National Investment Plan,,Serbia,1,Q3555882
Q3251824,Minister of Natural Resources,,Canada,1,Q3098581
Q6866276,Minister of Petroleum and Energy,,Norway,1,Q1771608
Q19904275,Minister of Public Order,First Cabinet of Kostas Karamanlis,Greece,1,Q382096
Q23901391,Minister of Public Order and Citizen Protection,,Greece,1,Q247424
Q100156280,Minister of Public Service and Public Enterprises,,Belgium,1,Q17428148
Q20021277,Minister of Religious Services,,Israel,1,Q2330483
Q21141009,Minister of Science and Culture,,Finland,1,Q20257511
Q57279113,"Minister of Science, Culture and Sport",,Israel,1,Q2563029
Q16402881,Minister of Social Affairs,,Estonia,1,Q509232
Q27517113,Minister of Social Affairs,,Netherlands,1,Q1889236
Q107735743,Minister of Social Security and Labour,,Lithuania,1,Q562964
Q23901429,Minister of Social Security of Greece,,Greece,1,Q5358635
Q6866332,Minister of Sport and Persons with Disabilities,,Canada,1,Q3098581
Q1535372,Minister of State,,Netherlands,1,Q481465
Q6866336,Minister of State at the Department of Defence,,,1,Q964465
Q6866337,Minister of State at the Department of Finance,,Republic of Ireland,1,Q964465
Q104760411,"Minister of State for Business, Energy and Clean Growth",,United Kingdom,1,Q575452
Q107659110,Minister of State for Children and Families,,France,1,Q30344625
Q108554330,Minister of State for Courts and Justice,,United Kingdom,1,Q478711
Q104830549,Minister of State for Defence,,United Kingdom,1,Q19956858
Q25910299,Minister of State for Development,,United Kingdom,1,Q441532
Q29963253,Minister of State for Disabled People,,France,1,Q966529
Q107863472,Minister of State for Entrepreneurship Protection,,Albania,1,Q13038498
Q6866355,Minister of State for Fisheries and Forestry,,,1,Q3777488
Q115124367,Minister of State for Local Government and Building Safety,,United Kingdom,1,Q20647800
Q105082160,"Minister of State for Local Government, Faith and Communities",,United Kingdom,1,Q261773
Q115325580,Minister of State for Rail and HS2,,United Kingdom,1,Q20195263
Q107863487,Minister of State for Reconstruction,,Albania,1,Q13037063
Q6865755,Minister of State for Schools and Childhood,,United Kingdom,1,Q391644
Q6865949,Minister of State for Security,,United Kingdom,1,Q285975
Q104878820,Minister of State for South Asia and the Commonwealth,,United Kingdom,1,Q1237673
Q6866372,Minister of State for Trade,,United Kingdom,1,Q333554
Q6866375,Minister of State for Trade and Development,,Republic of Ireland,1,Q3777446
Q113698604,"Minister of State for Universities, Science, Research and Innovation",,United Kingdom,1,Q392241
Q23641739,Minister of State for Veterans' Affairs,,United Kingdom,1,Q263802
Q108046676,Minister of State for the Constitution and Devolution,,United Kingdom,1,Q392241
Q3559112,Minister of State of Greece,,Greece,1,Q15839347
Q29950642,Minister of Territory and Sustainability of Catalonia,,Catalonia,1,Q4891019
Q23901456,Minister of Tourist Development of Greece,,Greece,1,Q12879947
Q10686108,Minister of Trade,,Sweden,1,Q879773
Q107735740,Minister of Transport and Communications,,Lithuania,1,Q117150
Q6514745,Minister of Transport and Communications,,Norway,1,Q462543
Q98560752,"Minister of Transport, Communication and Water Management",,Hungary,1,Q19993509
Q15731332,"Minister of Transport, Public Works and Water Management",,Netherlands,1,Q447079
Q19904387,Minister of Transports and Communications of Greece,First Cabinet of Kostas Karamanlis,Greece,1,Q12881067
Q106532278,Minister of Treasury and Finance,,Turkey,1,Q381297
Q54879307,"Minister of Universities, Science and Technology",,Italy,1,Q2850556
Q6866420,Minister of Welfare,,Iceland,1,Q252271
Q112129151,Minister of Welfare,,Hungary,1,Q838957
Q18589764,Minister of Youth Affairs,,Sweden,1,Q3431836
Q21503827,Minister of Youth and Sport,,Romania,1,Q21747063
Q109657991,"Minister of Youth, Culture and Communication",,Morocco,1,Q65499406
Q20128285,Minister of the Aegean,,Greece,1,Q19598336
Q20128285,Minister of the Aegean,First Cabinet of Kostas Karamanlis,Greece,1,Q4791088
Q25907280,Minister of the Civil Service,,Belgium,1,Q518520
Q59773497,Minister of the Czech Republic without portfolio,,Czech Republic,1,Q696669
Q20557220,Minister of the Economy,,Latvia,1,Q4392612
Q33702144,Minister of the Environment,,Czech Republic,1,Q12037565
Q99836910,Minister of the Environment and Spatial Planning,,,1,Q3487795
Q107740231,Minister of the Interior,,Montenegro,1,Q12752123
Q107735730,Minister of the Interior,,Lithuania,1,Q2137805
Q6866431,Minister of the Interior,,Estonia,1,Q1453245
Q1922481,Minister of the Interior of Belgium,,Belgium,1,Q1865725
Q6017643,Minister of the Interior of Peru,,Peru,1,Q25930834
Q20058795,Minister of the Interior of the Czech Republic,,Czech Republic,1,Q696669
Q5482321,Minister of the Ministry of Finance,,Finland,1,Q591312
Q43120886,Minister of the Presidency,,Spain,1,Q1684700
Q50588061,Minister of the Prime Minister's Office of Hungary,,Hungary,1,Q5550584
Q3100220,Minister-President of Wallonia,,Wallonia,1,Q593302
Q435627,Minister-President of the Brussels-Capital Region,,Brussels-Capital Region,1,Q964403
Q2311422,Minister-President of the French Community,,French Community of Belgium,1,Q966794
Q4294685,Ministry of Agriculture,,Russia,1,Q734866
Q4380777,Ministry of Agriculture and Rural Development,,Poland,1,Q360362
Q6867037,Ministry of Foreign Affairs of the Republic of Uganda,,Uganda,1,Q58240
Q1789649,Ministry of Foreign and European Affairs,,Croatia,1,Q1937813
Q1438081,Ministry of Higher Education and Science,,Denmark,1,Q531763
Q264356,Ministry of Justice of the Russian Federation,,Russia,1,Q734866
Q1408517,Ministry of Labour,,France,1,Q543332
Q2091087,"Ministry of Science and Technology, Israel",,Israel,1,Q2563029
Q30105190,Monégasque Ambassador to France,,,1,Q25999626
Q65535618,Municipal councillor of Marseille,,Marseille,1,Q787494
Q2560876,National Security Bureau,,,1,Q734755
Q6866170,Norwegian Minister of Health and Care Services,,Norway,1,Q457128
Q108899502,Pardubice Region Assembly member,,Pardubice Region,1,Q43127518
Q19731005,Parliamentary Secretary in Germany,"Federal Ministry of Family Affairs, Senior Citizens, Women and Youth",Germany,1,Q96967
Q24205246,Parliamentary Under Secretary of State for Justice,,United Kingdom,1,Q19956858
Q114772322,Parliamentary Under-Secretary of State for Aviation and Maritime,,United Kingdom,1,Q20055581
Q108558680,Parliamentary Under-Secretary of State for Childcare and Education,,United Kingdom,1,Q392241
Q108602627,Parliamentary Under-Secretary of State for Children and Families,,United Kingdom,1,Q441532
Q115151251,"Parliamentary Under-Secretary of State for Children, Families and Wellbeing",,United Kingdom,1,Q20055581
Q108046539,Parliamentary Under-Secretary of State for Communities and Local Government,,United Kingdom,1,Q1237673
Q108046547,Parliamentary Under-Secretary of State for Countering Extremism,,United Kingdom,1,Q1237673
Q115516225,Parliamentary Under-Secretary of State for Defence Procurement,,United Kingdom,1,Q260772
Q108559036,Parliamentary Under-Secretary of State for Domestic Environment,,United Kingdom,1,Q19957580
Q105043714,Parliamentary Under-Secretary of State for Employment,,United Kingdom,1,Q264477
Q115316003,Parliamentary Under-Secretary of State for Environment,,United Kingdom,1,Q271715
Q58799999,Parliamentary Under-Secretary of State for Exiting the European Union,,United Kingdom,1,Q19957769
Q105161512,Parliamentary Under-Secretary of State for Housing and Rough Sleeping,,United Kingdom,1,Q20055581
Q115325472,"Parliamentary Under-Secretary of State for London, Local Government and Planning",,United Kingdom,1,Q577771
Q105274642,Parliamentary Under-Secretary of State for Northern Ireland,,United Kingdom,1,Q264477
Q108575022,Parliamentary Under-Secretary of State for Rail,,United Kingdom,1,Q575452
Q115124357,Parliamentary Under-Secretary of State for Tech and the Digital Economy,,United Kingdom,1,Q20647800
Q115324654,Parliamentary Under-Secretary of State for Trade and Industry,,United Kingdom,1,Q749980
Q109116622,Parliamentary Under-Secretary of State for Vaccines and Public Health,,United Kingdom,1,Q20647819
Q62578836,"Permanent Representative of Hungary to the United Nations, New York",,Hungary,1,Q110812967
Q22949250,Permanent Representative of Morocco to the United Nations in New York,,,1,Q1942571
Q36164318,Permanent Representative of Nigeria to the United Nations,,,1,Q30558371
Q4374313,Permanent Representative of Russia to the United Nations,,,1,Q329858
Q30879111,Permanent Representative of the Russian Federation to NATO,,,1,Q737463
Q3965300,Permanent Under-Secretary of State for Foreign Affairs,,,1,Q2058046
Q108920807,Plzeň Region Assembly Member,,Plzeň Region,1,Q15735123
Q27830380,Prague City Assembly member,,Prague,1,Q1313476
Q475658,President of Austria,,Austria,1,Q78869
Q205602,President of Azerbaijan,,Azerbaijan,1,Q57371
Q843405,President of Georgia,,Georgia,1,Q43330
Q213702,President of Ireland,,Republic of Ireland,1,Q57276
Q15632339,President of Liberal International,,,1,Q1583347
Q796593,President of Malta,,Malta,1,Q6762928
Q1149153,President of Montenegro,,Montenegro,1,Q16085544
Q52414904,President of National Regeneration Movement,,,1,Q2134153
Q889830,President of Serbia,,Serbia,1,Q222031
Q6468838,President of Slovakia,,Slovakia,1,Q212765
Q495877,President of Slovenia,,Slovenia,1,Q206471
Q1922067,President of Turkey,,Turkey,1,Q42852
Q42971368,President of the Assembly of Madrid,,Community of Madrid,1,Q6112228
Q56024,President of the Bundestag,,Germany,1,Q66286
Q6360077,President of the Chamber of Deputies of Italy,,Italy,1,Q445685
Q6085556,President of the Chamber of Deputies of Mexico,,,1,Q5940123
Q25907282,President of the Chamber of Representatives,,Belgium,1,Q518520
Q17014422,President of the Congress of Deputies,,Spain,1,Q9031777
Q52414651,President of the Democratic Revolution Party,,,1,Q5664644
Q3273002,President of the Federation of Bosnia and Herzegovina,,Federation of Bosnia and Herzegovina,1,Q387491
Q16933549,President of the Generalitat of Catalonia,,Catalonia,1,Q465464
Q52413578,President of the Institutional Revolutionary Party,,,1,Q2280339
Q105338883,President of the Land of Valencia PP party,,Land of Valencia,1,Q11940700
Q25880369,President of the Legislative Council,,British Hong Kong,1,Q167028
Q24081995,President of the Liberal Democrats,,,1,Q332950
Q65048604,President of the Movement for Social Democracy,,Cyprus,1,Q12880743
Q1321109,President of the National Council of Austria,,Austria,1,Q85433
Q19185575,President of the Nordic Council,,,1,Q3360062
Q52684167,President of the Pan-African Parliament,,,1,Q455223
Q47386690,President of the Parliament of Andalusia,,Andalusia,1,Q3287325
Q12398198,President of the Parliament of Galicia,,Galicia,1,Q6075845
Q27104951,President of the Socialist International,,,1,Q311440
Q688230,President of the Swiss Confederation,,Switzerland,1,Q123823
Q3253692,President of the Treasury Board,,Canada,1,Q3017669
Q106205959,President of the Turkish Revolutionary Youth Federation,,,1,Q1362522
Q3409188,President of the Xunta of Galicia,,Galicia,1,Q3069484
Q16321109,President-in-Office of the European Council,,European Union,1,Q311440
Q47358,Presidente of Cantabria,,Cantabria,1,Q5924935
Q16009376,Prime Minister of Albania,,Albania,1,Q57625
Q634322,Prime Minister of Andorra,,Andorra,1,Q217598
Q19190022,Prime Minister of Iceland,,Iceland,1,Q467464
Q796897,Prime Minister of Italy,,Italy,1,Q11860
Q7243300,Prime Minister of Jordan,,Jordan,1,Q441349
Q845439,Prime Minister of Lithuania,,Lithuania,1,Q117150
Q2353252,Prime Minister of Montenegro,,Montenegro,1,Q57746
Q19842743,Prime Minister of Morocco,,Morocco,1,Q2033385
Q1333976,Prime Minister of Namibia,,Namibia,1,Q654433
Q1071117,Prime Minister of New Zealand,,New Zealand,1,Q558647
Q3259469,Prime Minister of Poland,,Poland,1,Q55928
Q1723031,Prime Minister of Portugal,,Portugal,1,Q311440
Q108822438,Prime Minister of Republika Srpska,,Republika Srpska,1,Q944643
Q842386,Prime Minister of Russia,,Government of Russia,1,Q190884
Q842386,Prime Minister of Russia,,Russia,1,Q190884
Q45758,Prime Minister of Slovenia,,Slovenia,1,Q206471
Q2430415,Prime Minister of Turkey,,Turkey,1,Q42852
Q109374382,Prime Minister of the Federation of Bosnia and Herzegovina,,Federation of Bosnia and Herzegovina,1,Q65215341
Q7246154,Private Secretary for Foreign Affairs to the Prime Minister,,,1,Q2058046
Q29949391,Provincial Deputy of Girona,,Province of Girona,1,Q9012034
Q2442679,Quæstor,,,1,Q3186126
Q12049166,Rector of Charles University,,,1,Q133637
Q2082286,Regional Development Minister of Israel,,Israel,1,Q3594030
Q61291513,Regional councillor of Pays de la Loire,,Pays de la Loire,1,Q3579929
Q62335320,Regional councilor of Occitanie,,Occitania,1,Q2850946
Q59507192,Secretaria de Educación de la Ciudad de México,,,1,Q5664644
Q15696544,Secretariat of State for Foreign Affairs (Spain),,,1,Q18686248
Q12180685,Secretary General of the Arab League,,,1,Q456346
Q110934652,Secretary General of the Organization for Security and Co-operation in Europe,,,1,Q1388868
Q3954367,Secretary for Foreign and Political Affairs,,San Marino,1,Q377856
Q3954372,Secretary for Industry and Crafts,,,1,Q377856
Q3954368,Secretary for Internal Affairs,,,1,Q377856
Q3954373,Secretary for Tourism,,,1,Q377856
Q103990866,Secretary of Economy,,Mexico,1,Q5574393
Q7444306,Secretary of Foreign Affairs of Mexico,,Mexico,1,Q162130
Q65640440,Secretary of Government,,Mexico,1,Q5667045
Q16715787,Secretary of National Security and Defense Council of Ukraine,,,1,Q58077
Q7444345,Secretary of State for Energy and Climate Change,,United Kingdom,1,Q479171
Q23651608,Secretary of State for Finance,Cabinet of Konstantinos Mitsotakis,Greece,1,Q4791088
Q3246797,Secretary of State for Transport,,United Kingdom,1,Q332393
Q4122313,Secretary of State for the Environment,,United Kingdom,1,Q1175443
Q16974879,"Secretary of State for the Environment, Transport and the Regions",,United Kingdom,1,Q332393
Q105752943,Secretary of finance of The Netherlands,,Kingdom of the Netherlands,1,Q2251992
Q114836270,Secretary of the Council of Ministers,,Italy,1,Q15143059
Q15309742,Secretary of the Democratic Party,,Italy,1,Q388442
Q16148235,Secretary of the Democrats of the Left,,Democrats of the Left,1,Q340239
Q20741293,Secretary-General of Amnesty International,,,1,Q438397
Q14828018,Senator of the French Fifth Republic,Drôme,France,1,Q3027038
Q14828018,Senator of the French Fifth Republic,Loire,France,1,Q3164977
Q14828018,Senator of the French Fifth Republic,Moselle,France,1,Q3084783
Q109646831,Serb member of the Presidency of Bosnia and Herzegovina,,,1,Q944643
Q7460514,Shadow Foreign Secretary,,United Kingdom,1,Q581095
Q104774505,Shadow Minister for Defence Procurement,,United Kingdom,1,Q695028
Q104774665,Shadow Minister for Green Transport,,United Kingdom,1,Q581095
Q104774512,Shadow Minister for International Development,,United Kingdom,1,Q267930
Q104774620,Shadow Minister for Security,,United Kingdom,1,Q5162256
Q13625987,Shadow Secretary of State for Defence,,United Kingdom,1,Q285975
Q7460592,Shadow Secretary of State for Education,,United Kingdom,1,Q332843
Q20086422,Shadow Secretary of State for Employment,,United Kingdom,1,Q332393
Q7460593,Shadow Secretary of State for Energy and Climate Change,,United Kingdom,1,Q332393
Q15038174,"Shadow Secretary of State for Environment, Food and Rural Affairs",,United Kingdom,1,Q581095
Q7460598,Shadow Secretary of State for Justice,,United Kingdom,1,Q478711
Q7460600,Shadow Secretary of State for Transport,,United Kingdom,1,Q332393
Q12796747,Slovenian finance minister,,Slovenia,1,Q18507427
Q3043121,Spanish Ombudsman,,Spain,1,Q2750055
Q109951706,Speaker of the Assembly of the Republic,,,1,Q6722501
Q20567265,Speaker of the Assembly of the Republic of North Macedonia,,,1,Q1968223
Q3357859,Speaker of the Croatian Parliament,,Croatia,1,Q1337804
Q18913290,Speaker of the Folketing,,Denmark,1,Q1937560
Q13538565,Speaker of the National Council of the Slovak Republic,,,1,Q17330556
Q392228,Speaker of the Parliament of Finland,,Finland,1,Q229517
Q6597973,Speaker of the Parliament of Åland,,Åland,1,Q2270153
Q108872155,Speaker of the People's Majlis,,Maldives,1,Q4665893
Q12663218,Speaker of the Seimas,,Lithuania,1,Q164582
Q2505705,Speaker of the Senate,,Canada,1,Q5539530
Q111079838,Special Commissioner for the Alliance for the New Economy of Language,,Spain,1,Q18686248
Q99398870,Special Envoy for Freedom of Religion or Belief.,,,1,Q1237673
Q7574548,Special Envoy of the Secretary-General,,,1,Q455223
Q788111,Special Representative of the Secretary-General,,,1,Q58106
Q16147743,State Secretary,Ministry of Defence of Norway,Norway,1,Q267320
Q16147743,State Secretary,Ministry of Labour and Social Inclusion of Norway,Norway,1,Q7818323
Q16147743,State Secretary,Ministry of Petroleum and Energy of Norway,Norway,1,Q4572995
Q16147743,State Secretary,Ministry of Social Affairs and Health of Norway,Norway,1,Q6515181
Q16147743,State Secretary,Ministry of Transport and Communications,Norway,1,Q4572995
Q105711743,"State Secretary for Education, Culture and Science",,,1,Q1971646
Q3372079,State Secretary for Foreign Affairs,,,1,Q549955
Q106531662,State Secretary for Infrastructure and Water Management,,Kingdom of the Netherlands,1,Q5090363
Q108289186,"State Secretary for Transport, Public Works and Water Management",,Kingdom of the Netherlands,1,Q2423974
Q1772624,Síndic,,,1,Q44808359
Q7689385,Tax Minister of Denmark,,Denmark,1,Q531763
Q22328268,Third President of the National Council of Austria,,Austria,1,Q86691
Q7836765,Treasurer of the Household,,,1,Q20055581
Q107548945,UN Special Rapporteur on the situation of human rights in Belarus,,,1,Q374179
